"__glayCluster","name","selected","shared name"
"43","ISL1","false","ISL1"
"22","DUSP5P1","false","DUSP5P1"
"7","RFPL1","false","RFPL1"
"22","H2AC11","false","H2AC11"
"22","CKM","false","CKM"
"6","ISG20","false","ISG20"
"6","COL11A2","false","COL11A2"
"6","NYAP2","false","NYAP2"
"6","LINC00960","false","LINC00960"
"6","ZIC1","false","ZIC1"
"6","DGKG","false","DGKG"
"13","DDN","false","DDN"
"13","ASIC5","false","ASIC5"
"9","LOC105379362","false","LOC105379362"
"9","ZNF695","false","ZNF695"
"9","MMP9","false","MMP9"
"9","NKX6-1","false","NKX6-1"
"7","ATP6V1B1-AS1","false","ATP6V1B1-AS1"
"7","LOC105374947","false","LOC105374947"
"7","DLEU7","false","DLEU7"
"7","ISOC1","false","ISOC1"
"12","LOC151760","false","LOC151760"
"40","HS3ST2","false","HS3ST2"
"6","ALPK2","false","ALPK2"
"6","IGHM","false","IGHM"
"6","JCHAIN","false","JCHAIN"
"6","PLA2G2D","false","PLA2G2D"
"6","IGHG3","false","IGHG3"
"6","IGLV3-1","false","IGLV3-1"
"6","ANO9","false","ANO9"
"6","THEMIS","false","THEMIS"
"7","SRD5A2","false","SRD5A2"
"7","TMEM179","false","TMEM179"
"7","LINC03044","false","LINC03044"
"12","TEX14","false","TEX14"
"15","SCARNA5","false","SCARNA5"
"15","AQP1","false","AQP1"
"15","AQP7","false","AQP7"
"9","GRIN2D","false","GRIN2D"
"9","MKRN3","false","MKRN3"
"9","KCNK6","false","KCNK6"
"9","DQX1","false","DQX1"
"9","LOC107985492","false","LOC107985492"
"13","OGFRP1","false","OGFRP1"
"40","ALX4","false","ALX4"
"40","G0S2","false","G0S2"
"13","RGMB","false","RGMB"
"12","PAX9","false","PAX9"
"42","NRN1","false","NRN1"
"42","LRRC55","false","LRRC55"
"42","LINC02754","false","LINC02754"
"19","DIRAS3","false","DIRAS3"
"9","MIR9898","false","MIR9898"
"41","FRGCA","false","FRGCA"
"9","LINC01614","false","LINC01614"
"9","MT1G","false","MT1G"
"9","FHAD1","false","FHAD1"
"9","LINC00942","false","LINC00942"
"9","KRT8","false","KRT8"
"9","GLYATL2","false","GLYATL2"
"9","RUNX2-AS1","false","RUNX2-AS1"
"40","ISM2","false","ISM2"
"40","LOC107984851","false","LOC107984851"
"9","FOXCUT","false","FOXCUT"
"27","MEI1","false","MEI1"
"27","CTLA4","false","CTLA4"
"27","TMPRSS3","false","TMPRSS3"
"35","H3C8","false","H3C8"
"35","ANOS1","false","ANOS1"
"39","SOX11","false","SOX11"
"39","TMEM132E","false","TMEM132E"
"36","EYA2-AS1","false","EYA2-AS1"
"36","GPR87","false","GPR87"
"36","BBOX1","false","BBOX1"
"4","BANK1","false","BANK1"
"6","NUAK2","false","NUAK2"
"6","SEL1L3","false","SEL1L3"
"6","LOC100240735","false","LOC100240735"
"13","TMEM238","false","TMEM238"
"6","HSD11B1","false","HSD11B1"
"38","PLP1","false","PLP1"
"7","DDX11L17","false","DDX11L17"
"7","HOXC9","false","HOXC9"
"7","LOC105371664","false","LOC105371664"
"7","SLC16A3","false","SLC16A3"
"7","PTGS2","false","PTGS2"
"7","HOXC6","false","HOXC6"
"36","SMIM45","false","SMIM45"
"36","LGR5","false","LGR5"
"36","TRPV2","false","TRPV2"
"36","PBX4","false","PBX4"
"12","LINC02475","false","LINC02475"
"4","PKIB","false","PKIB"
"4","HS3ST3B1","false","HS3ST3B1"
"7","PRAME","false","PRAME"
"7","C10orf88B","false","C10orf88B"
"7","ITPRIPL1","false","ITPRIPL1"
"7","HOXB13","false","HOXB13"
"7","DLX4","false","DLX4"
"7","MIR3185","false","MIR3185"
"9","HS3ST3A1","false","HS3ST3A1"
"9","HK2","false","HK2"
"6","GBP1P1","false","GBP1P1"
"16","LINC00601","false","LINC00601"
"16","LOC107984475","false","LOC107984475"
"16","LOC105372613","false","LOC105372613"
"16","ITIH5","false","ITIH5"
"16","EDIL3-DT","false","EDIL3-DT"
"16","LOC102723724","false","LOC102723724"
"6","TSHR","false","TSHR"
"9","LOC105374353","false","LOC105374353"
"9","STON2","false","STON2"
"4","DLX6","false","DLX6"
"9","FIRRE","false","FIRRE"
"3","FMNL1-AS1","false","FMNL1-AS1"
"3","LOC105370953","false","LOC105370953"
"3","MOCOS","false","MOCOS"
"3","AKR1B10","false","AKR1B10"
"37","XKR9","false","XKR9"
"37","LOC105375894","false","LOC105375894"
"36","DGAT2","false","DGAT2"
"36","PRKCG","false","PRKCG"
"36","LINC01152","false","LINC01152"
"36","FNDC11","false","FNDC11"
"9","SCN8A","false","SCN8A"
"6","SLC27A2","false","SLC27A2"
"6","CSAG3","false","CSAG3"
"9","ZNF560","false","ZNF560"
"27","PRSS21","false","PRSS21"
"27","BARX2","false","BARX2"
"12","CYP26B1","false","CYP26B1"
"13","TESMIN","false","TESMIN"
"13","GOLGA2P5","false","GOLGA2P5"
"13","LOC105369685","false","LOC105369685"
"13","GIPC3","false","GIPC3"
"9","HCAR3","false","HCAR3"
"2","LOC105370960","false","LOC105370960"
"2","C4orf19","false","C4orf19"
"2","LMOD3","false","LMOD3"
"4","ATP1A2","false","ATP1A2"
"4","LOC101927272","false","LOC101927272"
"9","LINC03016","false","LINC03016"
"29","LOC105376266","false","LOC105376266"
"29","LINC02340","false","LINC02340"
"14","CYP2S1","false","CYP2S1"
"7","SPOCD1","false","SPOCD1"
"7","PACERR","false","PACERR"
"6","DCC","false","DCC"
"35","HAS2","false","HAS2"
"35","LOC105369551","false","LOC105369551"
"34","GLYATL1","false","GLYATL1"
"13","GLRA4","false","GLRA4"
"5","GRIA4","false","GRIA4"
"5","RNF157-AS1","false","RNF157-AS1"
"5","RNF157","false","RNF157"
"5","HOXB6","false","HOXB6"
"7","LINC01971","false","LINC01971"
"22","GALNT9","false","GALNT9"
"4","NEURL1","false","NEURL1"
