Bicluster,Genes,Condiciones,NumGenes,NumCondiciones
41,RUNX3-AS1;LINC00862;SOX11;ATP6V1B1-AS1;LINC02475;TMEM171;LOC107986606;DLX6;LOC105375690;FAM201A;BARX2;HOXC11;LINC01551;LOC107985492;TMPRSS3,Control2;Control3;Control5;Control7;Control8;Control10;Control12;Control13;Control17,15,9
42,LPAR3;ATP6V1B1-AS1;BFSP2;GPR87;LINC02475;LOC105377404;LINC02849;FAM201A;LINC01551;MESP2;LOC105372115;CSAG3,Control1;Control2;Control3;Control4;Control5;Control7;Control11;Control12;Control13;Control15;Control16,12,11
43,SLAMF9;ILDR1;ABCB5;LOC105378305;LOC105369315;SLC22A11;LINC00221;LRRC37A8P;IGF2BP1;ELAVL3;MMP9;SLC12A5-AS1;WNT7B;TLR8-AS1;GAGE2A;CSAG1,Control3;Control4;Control5;Control9;Control10;Control12;Control13;Control15,16,8
44,HOOK1;LINC00862;ATP6V1B1-AS1;EN1;TMEM171;SPINK1;TENM2;LUARIS;LINC03044;LOC105375690;CDKN2A-AS1;OBP2A;CCL18;HOXB13;LOC107985492;RIPK4,Control1;Control4;Control5;Control6;Control7;Control9;Control10;Control17,16,8
45,TNFRSF9;FOXD3-AS1;SLAMF9;LOC107986606;LOC105375690;LINC01551;ISL2;LOC107985492;LINC02154,Control1;Control2;Control3;Control5;Control6;Control7;Control8;Control10;Control11;Control12;Control13;Control15;Control16;Control17,9,14
46,NECTIN4;MIR4260;MINDY4B;LOC105377404;SLC6A7;LOC107986951;LINC02849;OBP2A;CDK1;KIF11;BBOX1-AS1;GRIA4;ST14;OLR1;ESPL1;LINC01050;CHST6;LRRC37A8P;NLRP2;TMPRSS3;IGLV3-1,Control1;Control4;Control5;Control6;Control8;Control10,21,6
47,HTR1D;FOXD3-AS1;ATP6V1B1-AS1;BFSP2;LOC105377404;TMEM244;LINC02849;LOC105375690;FAM201A;LOC107985492,Control1;Control2;Control3;Control6;Control7;Control8;Control9;Control11;Control12;Control13;Control15;Control17,10,12
48,FOXD3-AS1;LINC00862;LOC105377508;LOC107986606;KCNB2;LOC105375690;LINC01551;LOC107985492,Control1;Control2;Control3;Control4;Control6;Control7;Control8;Control9;Control10;Control11;Control12;Control13;Control15;Control16;Control17,8,15
49,CENPF;RRM2;CENPA;BUB1;LMNB1;PTTG1;LINC01016;ESCO2;PBK;MELK;CEP55;DLGAP5;CCNB2;BIRC5;TPX2,Control1;Control2;Control3;Control5;Control6;Control8;Control12;Control16,15,8
50,HTR1D;FOXD3-AS1;LINC00626;NYAP2;LOC107986606;TMEM244;ULBP1;LOC107985492,Control1;Control2;Control3;Control4;Control5;Control6;Control8;Control9;Control10;Control11;Control12;Control15;Control16;Control17,8,14
51,HTR1D;FOXD3-AS1;LINC00626;NYAP2;RDUR;LOC107986606;LOC105375894;LOC107985492,Control1;Control2;Control3;Control4;Control5;Control6;Control7;Control8;Control10;Control11;Control12;Control13;Control16;Control17,8,14
52,KIF2C;IQGAP3;LINC00862;CENPF;EN1;PBK;CCNB2;PRC1;PRC1-AS1;SRL;AURKB;BIRC5;UBE2C;CDC45;APOBEC3B-AS1;GTSE1,Control4;Control6;Control8;Control10;Control11;Control16;Control17,16,7
53,HTR1D;CRYBG2;FOXD3-AS1;RDUR;LOC105377404;SLC6A7;ATP6V0D2;MKRN3;LINC02195;LINC02154,Control1;Control2;Control3;Control5;Control6;Control8;Control9;Control11;Control12;Control13;Control16,10,11
54,HTR1D;FOXD3-AS1;SLAMF9;GPR87;LOC105375690;FAM201A;MUC15;LINC00942;LOC107985492;GAGE2A,Control1;Control2;Control3;Control7;Control8;Control9;Control10;Control11;Control13;Control16;Control17,10,11
55,FOXD3-AS1;SLAMF9;ILDR1;SLC6A7;ULBP1;LOC105375690;LOC105378305;TMEM52B;LOC107985492;WNT7B;LINC02154,Control1;Control2;Control3;Control5;Control8;Control9;Control11;Control12;Control13;Control15,11,10
56,HTR1D;FOXD3-AS1;RDUR;TMEM244;MIR31HG;LHX2;MMP12;CCL18;CACNG5;LOC107985492,Control1;Control2;Control4;Control6;Control8;Control9;Control10;Control11;Control12;Control13;Control17,10,11
57,HTR1D;FOXD3-AS1;LOC105377508;IFNE;FAM201A;LINC01583;LINC01152;CCDC194;EYA2-AS1,Control1;Control4;Control5;Control6;Control8;Control9;Control10;Control11;Control12;Control13;Control16;Control17,9,12
58,HTR1D;FOXD3-AS1;RDUR;BFSP2;LOC105377404;ATP6V0D2;MIR31HG;MKRN3;LINC02195,Control1;Control2;Control3;Control6;Control8;Control9;Control11;Control12;Control13;Control15;Control16;Control17,9,12
59,CDC20;DEPDC1;NUF2;HJURP;CCNB1;MTFR2;PBK;LOC107986951;KIF11;DENND2B-AS1;DRD2;GLB1L3;PCLAF;PLK1;SPAG5;TOP2A;SKA1;MYBL2,Control1;Control2;Control3;Control4;Control16;Control17,18,6
60,SLAMF9;MIR4260;ATP6V1B1-AS1;ILDR1;SPINK1;LUARIS;LOC105375690;FAM201A;MUC15;BARX2;CCL18;HOXB13;LOC107985492,Control1;Control2;Control3;Control5;Control7;Control8;Control9;Control17,13,8
61,TNFRSF9;LOC105377508;KCNB2;FAM201A;LINC01551;MKRN3;DLX4;FAM83E,Control2;Control3;Control4;Control5;Control6;Control7;Control8;Control9;Control10;Control12;Control13;Control16;Control17,8,13
62,KIF14;EXO1;RRM2;BUB1;STEAP3;LMNB1;CDC25C;DLGAP5;KIF18B;ASF1B;WDR62;TPX2;AURKA,Control2;Control6;Control7;Control9;Control11;Control12;Control13;Control15,13,8
63,ATP6V1B1-AS1;BFSP2;LOC105377404;LINC02849;FAM201A;MKRN3;LOC105370960;LINC02195;CCDC194,Control1;Control2;Control3;Control4;Control6;Control9;Control11;Control12;Control13;Control15;Control17,9,11
64,NT5DC4;LOC105377508;C5orf46;LUARIS;MIR31HG;IFNE;LINC01551,Control2;Control4;Control5;Control6;Control7;Control8;Control9;Control10;Control11;Control12;Control13;Control15;Control16;Control17,7,14
65,ATP6V1B1-AS1;NT5DC4;SGO1-AS1;BFSP2;LUARIS;AKR1B10;LOC105373150,Control1;Control2;Control4;Control5;Control6;Control7;Control8;Control9;Control10;Control11;Control12;Control13;Control16;Control17,7,14
66,ATP6V1B1-AS1;BFSP2;TMEM171;TFAP2A-AS1;ATP6V0D2;LOC105370960;LINC02195;RIPK4,Control1;Control3;Control6;Control8;Control9;Control10;Control11;Control12;Control13;Control15;Control16;Control17,8,12
67,RDUR;TRAT1;LINC03109;TFAP2A-AS1;DNAJC5B;ATP6V0D2;LHX2;C10orf88B;CDCA5;FAM30C;SLC27A2;WNT7B,Control2;Control3;Control4;Control7;Control10;Control13;Control15;Control17,12,8
68,PLA2G2D;SLAMF9;IGKJ5;ZBED2;ILDR1;GPR87;DLX6;OBP2A;GAGE2A,Control1;Control2;Control3;Control4;Control6;Control7;Control8;Control13;Control16;Control17,9,10
69,FOXD1;IFNE;LHX2;LOC105378523;C10orf88B;MMP12;FAM30C;LINC01152;WNT7B,Control1;Control5;Control6;Control7;Control8;Control9;Control10;Control11;Control13;Control17,9,10
70,FOXD3-AS1;SLAMF9;ILDR1;LOC107986606;LINC01551;LRRC37A8P;LOC107985492;WNT7B,Control1;Control2;Control3;Control5;Control6;Control7;Control10;Control11;Control13;Control15;Control17,8,11
71,RUNX3-AS1;FOXD3-AS1;NT5DC4;CXCR2P1;LOC107986606;LINC03016;LOC105375690;TBX4;SIGLEC15;EYA2-AS1;LOC107985492,Control3;Control4;Control8;Control11;Control12;Control13;Control15;Control17,11,8
72,KIF2C;ASPM;NEK2;CENPF;HMMR;SKA3;PRC1;AURKB;TOP2A;ASF1B;UBE2C,Control4;Control6;Control9;Control12;Control13;Control15;Control16;Control17,11,8
73,KIF14;EXO1;RRM2;BUB1;CDC25C;PTTG1;GALNT9;SHCBP1;BIRC5;TPX2;PLP1,Control2;Control4;Control5;Control6;Control7;Control9;Control11;Control16,11,8
74,HTR1D;LPAR3;DUSP5P1;LINC01857;COL8A1;ILDR1;SOWAHB;SMOC2;FAM167A;LINC02944;LOC107984763;NUSAP1;IRX5;LOC105372115;SIGLEC12;IGLV3-1;CSAG3,Control2;Control4;Control15;Control16;Control17,17,5
75,ARHGEF16;NEK2;BUB1;ANLN;CDK1;CEP55;ARHGAP11A,Control1;Control2;Control3;Control5;Control7;Control8;Control9;Control11;Control12;Control13;Control15;Control17,7,12
76,LINC01857;SOWAHB;NKX6-1;TMEM171;ISL2;NOS2P3;HOXB13,Control2;Control3;Control4;Control5;Control6;Control9;Control10;Control11;Control12;Control13;Control16;Control17,7,12
77,TNFRSF9;ZBED2;LGR5;LINC01050;IGF2BP1;CYP4F2;FAM83E,Control2;Control4;Control5;Control6;Control8;Control9;Control10;Control11;Control12;Control15;Control16;Control17,7,12
78,LPAR3;RDUR;LOC105377404;ISL1;H3C3;TMEM244;LINC02849;FAM201A;LINC01583,Control4;Control6;Control7;Control9;Control10;Control11;Control12;Control13;Control15,9,9
79,PLA2G2D;IGKJ5;DLX1;LINC01857;SOWAHB;NKX6-1;DLX6;OBP2A;LOC105370960,Control1;Control2;Control4;Control8;Control10;Control11;Control12;Control13;Control16,9,9
80,ATP6V1B1-AS1;NT5DC4;TENM2;LINC02849;LINC03044;CDKN2A-AS1;LHX2;CCL18;DCC;LOC105373150,Control1;Control2;Control5;Control6;Control9;Control12;Control16;Control17,10,8
81,NEK2;CENPF;EXO1;RRM2;ANLN;PBK;CEP55;DIAPH3,Control1;Control2;Control3;Control5;Control6;Control7;Control8;Control9;Control11;Control16,8,10
82,HTR1D;LOC151760;GPR87;ATP6V0D2;FAM201A;MKRN3;LINC02195;LINC01152,Control5;Control6;Control7;Control8;Control9;Control12;Control13;Control15;Control16;Control17,8,10
83,HTR1D;FOXD3-AS1;IGKJ5;GPR87;LINC00942;PRSS21;RIPK4;IGLV3-1,Control1;Control2;Control3;Control5;Control7;Control8;Control9;Control13;Control15;Control16,8,10
84,CENPF;PBK;CCNB2;PRC1;AURKB;SKA1;KIF4A,Control4;Control6;Control8;Control9;Control10;Control11;Control12;Control13;Control15;Control16;Control17,7,11
85,DRAXIN;AK5;NDST3;SPINK1;TMEM244;MIR31HG;LINC00601;TMEM52B;CCL18;KRT31;ALPK2,Control1;Control3;Control4;Control6;Control8;Control15;Control16,11,7
86,RRM2;BUB1;CKAP2L;NCAPG;CCNB1;ANLN;MELK;CEP55;SKA3;PRC1;ASF1B,Control3;Control6;Control8;Control9;Control12;Control15;Control16,11,7
87,RAB3B;SRD5A2;TUBA3E;TMED11P;CDKN3;PPIAP46;LOC105370960;LINC02195;LOC105372613;LOC107985513;LOC105372863,Control3;Control4;Control5;Control7;Control8;Control10;Control17,11,7
88,RRM2;BUB1;PTTG1;CDCA5;TROAP;PCLAF;TPX2,Control1;Control2;Control3;Control6;Control9;Control10;Control11;Control12;Control13;Control16;Control17,7,11
89,LPAR3;LINC00626;CNIH3-AS1;NYAP2;NEIL3;H3C3;LOC105375894;LINC00944;HASPIN,Control1;Control3;Control4;Control5;Control10;Control11;Control12;Control13,9,8
90,RUNX3-AS1;GBP5;PITX1;ULBP2;ZFHX4-AS1;OLR1;TRAC;SERPINA1,Control2;Control5;Control6;Control7;Control8;Control10;Control13;Control15;Control16,8,9
91,RAB3B;SOX11;SCFD2-AS1;HAPLN1;APOC4-APOC2;APOC2;SALL4,Control1;Control2;Control3;Control4;Control7;Control10;Control11;Control12;Control15;Control17,7,10
92,PLA2G2D;CRYBG2;VEPH1;OBP2A;HMSD;TMPRSS3;IGLV3-1,Control1;Control2;Control6;Control7;Control9;Control10;Control11;Control13;Control15;Control16,7,10
93,NBPF6;LOC105377508;NEIL3;H2BC9;PRRG4;KIF23;HASPIN,Control2;Control3;Control5;Control6;Control7;Control8;Control10;Control11;Control12;Control17,7,10
94,NEK2;BUB1;HMMR;ESCO2;PBK;MELK;CEP55,Control1;Control2;Control3;Control5;Control6;Control7;Control9;Control10;Control13;Control17,7,10
95,CDCA8;CDC25C;KIFC1;LOC105375610;CCNB2;PRR11;BIRC5,Control1;Control2;Control4;Control5;Control9;Control10;Control11;Control12;Control16;Control17,7,10
96,DEPDC1;EXO1;RRM2;NCAPH;SPC25;PTTG1;CDCA5;KNL1;PRC1-AS1;SHCBP1,Control3;Control5;Control9;Control10;Control11;Control12;Control16,10,7
97,DLX1;BFSP2;LINC02849;MMP12;LOC105370960;LRRC37A8P;CLDN14,Control1;Control2;Control3;Control4;Control6;Control8;Control11;Control13;Control16;Control17,7,10
98,CDC20;DEPDC1;HJURP;PBK;DRD2;GLB1L3;ESPL1;KNL1;PLK1;SKA1,Control2;Control3;Control4;Control12;Control15;Control16;Control17,10,7
99,CYP2J2;PRR9;LINC01943;GMNC;LINC02998;HOXC13;KRT31,Control2;Control3;Control4;Control6;Control8;Control9;Control10;Control11;Control15;Control17,7,10
100,CRYBG2;SRD5A2;NRXN1;LINC01857;COL8A1;SOWAHB;NOS2P3;HMSD;PRAME;IGLV3-1,Control2;Control3;Control4;Control10;Control11;Control16;Control17,10,7
